"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"TimePerGame"
"240"	"240"	"TURRIS"	" KYLE"	"Ottawa"	"F(C)"	57	1122.57	52	53	2.779	2.833	49.52	572	530	9.0909	90	99.0909	1187	949	63.444	50.723	55.57	4.3808	94.4152	98.796	13	17	10	30	23	122	225	10.6557377049	5.77777777778	0.6948	0.9086	0.5345	1.6035	1.2293	6.5208	12.026	25	32.69	57.69	44.23	NA	" KYLE TURRIS"	19.6942105263158
"241"	"241"	"CIZIKAS"	" CASEY"	"NY Islanders"	"F(C)"	80	1014.4	39	51	2.307	3.017	43.33	380	574	10.2632	91.115	101.3782	737	1065	43.592	62.993	40.9	5.2917	95.2113	100.503	8	22	12	30	20	84	150	9.52380952381	5.33333333333	0.4732	1.3013	0.7098	1.7744	1.183	4.9685	8.8722	20.51	56.41	76.92	51.28	NA	" CASEY CIZIKAS"	12.68
"242"	"242"	"SEKERA"	" ANDREJ"	"Edmonton"	"D"	81	1766.6	78	90	2.649	3.057	46.43	902	869	8.6475	89.6433	98.2908	1691	1624	57.432	55.157	51.01	4.6127	94.4581	99.0708	6	24	13	30	19	154	376	3.8961038961	1.59574468085	0.2038	0.8151	0.4415	1.0189	0.6453	5.2304	12.7703	7.69	30.77	38.46	24.36	NA	" ANDREJ SEKERA"	21.8098765432099
"243"	"243"	"FAST"	" JESPER"	"NY Rangers"	"F(RW)"	79	1180.25	46	61	2.338	3.101	42.99	476	625	9.6639	90.24	99.9039	912	1256	46.363	63.851	42.07	5.0439	95.1433	100.1872	10	20	10	30	20	74	140	13.5135135135	7.14285714286	0.5084	1.0167	0.5084	1.5251	1.0167	3.7619	7.1171	21.74	43.48	65.22	43.48	NA	" JESPER FAST"	14.9398734177215
"244"	"244"	"JARNKROK"	" CALLE"	"Nashville"	"F(C)"	81	1306.35	58	60	2.664	2.756	49.15	651	639	8.9094	90.6103	99.5197	1133	1211	52.038	55.621	48.34	5.1192	95.0454	100.1646	16	14	6	30	22	125	193	12.8	8.29015544041	0.7349	0.643	0.2756	1.3779	1.0104	5.7412	8.8644	27.59	24.14	51.72	37.93	NA	" CALLE JARNKROK"	16.1277777777778
"245"	"245"	"DESHARNAIS"	" DAVID"	"Montreal"	"F(C)"	65	1040.22	44	37	2.538	2.134	54.32	572	450	7.6923	91.7778	99.4701	1075	828	62.006	47.759	56.49	4.093	95.5314	99.6244	11	18	10	29	21	90	142	12.2222222222	7.74647887324	0.6345	1.0382	0.5768	1.6727	1.2113	5.1912	8.1906	25	40.91	65.91	47.73	NA	" DAVID DESHARNAIS"	16.0033846153846
"246"	"246"	"BONINO"	" NICK"	"Pittsburgh"	"F(C)"	63	997.85	41	33	2.465	1.984	55.41	484	483	8.4711	93.1677	101.6388	873	952	52.493	57.243	47.84	4.6964	96.5336	101.23	9	20	12	29	21	97	167	9.27835051546	5.38922155689	0.5412	1.2026	0.7216	1.7437	1.2627	5.8325	10.0416	21.95	48.78	70.73	51.22	NA	" NICK BONINO"	15.8388888888889
"247"	"247"	"SPURGEON"	" JARED"	"Minnesota"	"D"	77	1743.97	89	74	3.062	2.546	54.6	887	808	10.0338	90.8416	100.8754	1575	1607	54.187	55.288	49.5	5.6508	95.3951	101.0459	11	18	8	29	19	122	247	9.01639344262	4.45344129555	0.3784	0.6193	0.2752	0.9977	0.6537	4.1973	8.4979	12.36	20.22	32.58	21.35	NA	" JARED SPURGEON"	22.648961038961
"248"	"248"	"VAN_RIEMSDYK"	" JAMES"	"Toronto"	"F(LW)"	40	710.517	40	27	3.378	2.28	59.7	451	312	8.8692	91.3462	100.2154	904	561	76.339	47.374	61.71	4.4248	95.1872	99.612	14	15	10	29	24	129	228	10.8527131783	6.14035087719	1.1822	1.2667	0.8445	2.4489	2.0267	10.8935	19.2536	35	37.5	72.5	60	NA	" JAMES VAN_RIEMSDYK"	17.762925
"249"	"249"	"ORLOV"	" DMITRY"	"Washington"	"D"	82	1314.15	67	58	3.059	2.648	53.6	668	595	10.0299	90.2521	100.282	1296	1089	59.171	49.72	54.34	5.1698	94.674	99.8438	8	21	10	29	18	90	198	8.88888888889	4.0404040404	0.3653	0.9588	0.4566	1.324	0.8218	4.1091	9.0401	11.94	31.34	43.28	26.87	NA	" DMITRY ORLOV"	16.0262195121951
"250"	"250"	"ROUSSEL"	" ANTOINE"	"Dallas"	"F(LW)"	80	1108.57	45	41	2.436	2.219	52.33	534	560	8.427	92.6786	101.1056	1080	1158	58.454	62.676	48.26	4.1667	96.4594	100.6261	13	16	10	29	23	111	202	11.7117117117	6.43564356436	0.7036	0.866	0.5412	1.5696	1.2449	6.0078	10.933	28.89	35.56	64.44	51.11	NA	" ANTOINE ROUSSEL"	13.857125
"251"	"251"	"NICHUSHKIN"	" VALERI"	"Dallas"	"F(RW)"	79	1100.32	48	42	2.617	2.29	53.33	584	502	8.2192	91.6335	99.8527	1135	953	61.891	51.967	54.36	4.2291	95.5929	99.822	9	20	10	29	19	139	245	6.47482014388	3.67346938776	0.4908	1.0906	0.5453	1.5814	1.0361	7.5796	13.3598	18.75	41.67	60.42	39.58	NA	" VALERI NICHUSHKIN"	13.9281012658228
"252"	"252"	"JANMARK"	" MATTIAS"	"Dallas"	"F(C)"	73	1034.55	53	41	3.074	2.378	56.38	559	497	9.4812	91.7505	101.2317	1075	903	62.346	52.371	54.35	4.9302	95.4596	100.3898	15	14	10	29	25	108	212	13.8888888889	7.07547169811	0.8699	0.8119	0.58	1.6819	1.4499	6.2636	12.2952	28.3	26.42	54.72	47.17	NA	" MATTIAS JANMARK"	14.1719178082192
"253"	"253"	"RICHARDS"	" BRAD"	"Detroit"	"F(C)"	68	1006.2	51	24	3.041	1.431	68	588	429	8.6735	94.4056	103.0791	1104	706	65.832	42.099	60.99	4.6196	96.6006	101.2202	10	18	14	28	24	164	307	6.09756097561	3.25732899023	0.5963	1.0733	0.8348	1.6696	1.4311	9.7794	18.3065	19.61	35.29	54.9	47.06	NA	" BRAD RICHARDS"	14.7970588235294
"254"	"254"	"MATTHIAS"	" SHAWN"	"Colorado"	"F(C)"	71	959.417	36	63	2.251	3.94	36.36	469	555	7.6759	88.6487	96.3246	919	1004	57.472	62.788	47.79	3.9173	93.7251	97.6424	12	16	8	28	20	101	160	11.8811881188	7.5	0.7505	1.0006	0.5003	1.7511	1.2508	6.3163	10.0061	33.33	44.44	77.78	55.56	NA	" SHAWN MATTHIAS"	13.5129154929577
"255"	"255"	"FOWLER"	" CAM"	"Anaheim"	"D"	69	1571.87	83	72	3.168	2.748	53.55	793	747	10.4666	90.3614	100.828	1547	1429	59.051	54.547	51.98	5.3652	94.9615	100.3267	5	23	11	28	16	112	249	4.46428571429	2.00803212851	0.1909	0.8779	0.4199	1.0688	0.6107	4.2752	9.5046	6.02	27.71	33.73	19.28	NA	" CAM FOWLER"	22.7807246376812
"256"	"256"	"PIRRI"	" BRANDON"	"Anaheim"	"F(C)"	61	885.083	37	31	2.508	2.101	54.41	445	384	8.3146	91.9271	100.2417	831	694	56.334	47.046	54.49	4.4525	95.5331	99.9856	13	15	10	28	23	127	270	10.2362204724	4.81481481481	0.8813	1.0169	0.6779	1.8981	1.5592	8.6094	18.3034	35.14	40.54	75.68	62.16	NA	" BRANDON PIRRI"	14.5095573770492
"257"	"257"	"CALLAHAN"	" RYAN"	"Tampa Bay"	"F(RW)"	73	1258.37	50	53	2.384	2.527	48.54	586	613	8.5324	91.354	99.8864	1145	1131	54.595	53.927	50.31	4.3668	95.3139	99.6807	10	18	11	28	21	156	284	6.41025641026	3.52112676056	0.4768	0.8583	0.5245	1.3351	1.0013	7.4382	13.5414	20	36	56	42	NA	" RYAN CALLAHAN"	17.2379452054795
"258"	"258"	"DALEY"	" TREVOR"	"Pittsburgh"	"D"	82	1512.18	73	52	2.896	2.063	58.4	837	675	8.7216	92.2963	101.0179	1538	1193	61.024	47.336	56.32	4.7464	95.6412	100.3876	6	22	9	28	15	130	273	4.61538461538	2.1978021978	0.2381	0.8729	0.3571	1.111	0.5952	5.1581	10.832	8.22	30.14	38.36	20.55	NA	" TREVOR DALEY"	18.4412195121951
"259"	"259"	"HAYES"	" JIMMY"	"Boston"	"F(RW)"	75	1036.98	45	45	2.604	2.604	50	557	512	8.079	91.2109	99.2899	946	924	54.736	53.463	50.59	4.7569	95.1299	99.8868	13	15	5	28	18	127	185	10.2362204724	7.02702702703	0.7522	0.8679	0.2893	1.6201	1.0415	7.3482	10.7041	28.89	33.33	62.22	40	NA	" JIMMY HAYES"	13.8264
"260"	"260"	"BAERTSCHI"	" SVEN"	"Vancouver"	"F(LW)"	69	928.617	39	42	2.52	2.714	48.15	461	455	8.4599	90.7692	99.2291	838	824	54.145	53.24	50.42	4.6539	94.9029	99.5568	15	13	8	28	23	108	188	13.8888888889	7.97872340426	0.9692	0.84	0.5169	1.8091	1.4861	6.9781	12.1471	38.46	33.33	71.79	58.97	NA	" SVEN BAERTSCHI"	13.4582173913043
"261"	"261"	"LINDHOLM"	" HAMPUS"	"Anaheim"	"D"	80	1760.15	74	59	2.523	2.011	55.64	951	694	7.7813	91.4986	99.2799	1776	1384	60.54	47.178	56.2	4.1667	95.737	99.9037	10	18	8	28	18	149	314	6.71140939597	3.1847133758	0.3409	0.6136	0.2727	0.9545	0.6136	5.0791	10.7036	13.51	24.32	37.84	24.32	NA	" HAMPUS LINDHOLM"	22.001875
"262"	"262"	"STROME"	" RYAN"	"NY Islanders"	"F(C)"	71	1111.7	50	54	2.699	2.914	48.08	602	552	8.3056	90.2174	98.523	1136	1016	61.312	54.835	52.79	4.4014	94.685	99.0864	8	20	11	28	19	132	220	6.06060606061	3.63636363636	0.4318	1.0794	0.5937	1.5112	1.0255	7.1242	11.8737	16	40	56	38	NA	" RYAN STROME"	15.6577464788732
"263"	"263"	"LINDBERG"	" OSCAR"	"NY Rangers"	"F(C)"	68	828.017	37	22	2.681	1.594	62.71	419	389	8.8305	94.3445	103.175	740	737	53.622	53.405	50.1	5	97.0149	102.0149	13	15	9	28	22	114	179	11.4035087719	7.2625698324	0.942	1.0869	0.6522	2.0289	1.5942	8.2607	12.9708	35.14	40.54	75.68	59.46	NA	" OSCAR LINDBERG"	12.1767205882353
"264"	"264"	"BROWN"	" DUSTIN"	"Los Angeles"	"F(LW)"	82	1326.22	37	53	1.674	2.398	41.11	708	600	5.226	91.1667	96.3927	1367	1068	61.845	48.318	56.14	2.7067	95.0375	97.7442	10	17	10	27	20	217	374	4.60829493088	2.67379679144	0.4524	0.7691	0.4524	1.2215	0.9048	9.8174	16.9203	27.03	45.95	72.97	54.05	NA	" DUSTIN BROWN"	16.1734146341463
"265"	"265"	"KRONWALL"	" NIKLAS"	"Detroit"	"D"	64	1408.45	60	72	2.556	3.067	45.45	664	745	9.0361	90.3356	99.3717	1258	1293	53.591	55.082	49.31	4.7695	94.4316	99.2011	3	24	11	27	14	61	144	4.91803278689	2.08333333333	0.1278	1.0224	0.4686	1.1502	0.5964	2.5986	6.1344	5	40	45	23.33	NA	" NIKLAS KRONWALL"	22.00703125
"266"	"266"	"WEISE"	" DALE"	"Chicago"	"F(RW)"	71	951.6	45	34	2.837	2.144	56.96	525	416	8.5714	91.8269	100.3983	983	764	61.98	48.172	56.27	4.5778	95.5497	100.1275	14	13	8	27	22	136	220	10.2941176471	6.36363636364	0.8827	0.8197	0.5044	1.7024	1.3871	8.575	13.8714	31.11	28.89	60	48.89	NA	" DALE WEISE"	13.4028169014085
"267"	"267"	"HOLLAND"	" PETER"	"Toronto"	"F(C)"	65	953.283	35	38	2.203	2.392	47.95	528	406	6.6288	90.6404	97.2692	1057	724	66.528	45.569	59.35	3.3113	94.7514	98.0627	9	18	13	27	22	138	238	6.52173913043	3.78151260504	0.5665	1.1329	0.8182	1.6994	1.3847	8.6858	14.9798	25.71	51.43	77.14	62.86	NA	" PETER HOLLAND"	14.6658923076923
"268"	"268"	"VRBATA"	" RADIM"	"Vancouver"	"F(RW)"	63	1010.98	40	53	2.374	3.145	43.01	586	484	6.8259	89.0496	95.8755	1039	836	61.663	49.615	55.41	3.8499	93.6603	97.5102	13	14	6	27	19	198	331	6.56565656566	3.92749244713	0.7715	0.8309	0.3561	1.6024	1.1276	11.7509	19.6442	32.5	35	67.5	47.5	NA	" RADIM VRBATA"	16.0473015873016
"269"	"269"	"JOHNSON"	" ERIK"	"Colorado"	"D"	73	1710.53	66	97	2.315	3.402	40.49	823	942	8.0194	89.7028	97.7222	1407	1885	49.353	66.12	42.74	4.6908	94.8541	99.5449	11	16	9	27	20	175	307	6.28571428571	3.58306188925	0.3858	0.5612	0.3157	0.9471	0.7015	6.1384	10.7686	16.67	24.24	40.91	30.3	NA	" ERIK JOHNSON"	23.4319178082192
"270"	"270"	"GRIGORENKO"	" MIKHAIL"	"Colorado"	"F(C)"	74	981.733	49	40	2.995	2.445	55.06	471	498	10.4034	91.9679	102.3713	849	955	51.888	58.366	47.06	5.7715	95.8115	101.583	6	21	13	27	19	84	143	7.14285714286	4.1958041958	0.3667	1.2834	0.7945	1.6501	1.1612	5.1338	8.7396	12.24	42.86	55.1	38.78	NA	" MIKHAIL GRIGORENKO"	13.2666621621622
"271"	"271"	"HELM"	" DARREN"	"Detroit"	"F(C)"	77	1159.98	42	58	2.172	3	42	539	608	7.7922	90.4605	98.2527	1005	1040	51.984	53.794	49.14	4.1791	94.4231	98.6022	13	13	7	26	20	165	291	7.87878787879	4.46735395189	0.6724	0.6724	0.3621	1.3448	1.0345	8.5346	15.0519	30.95	30.95	61.9	47.62	NA	" DARREN HELM"	15.0646753246753
"272"	"272"	"ELLER"	" LARS"	"Montreal"	"F(C)"	79	1203.62	43	61	2.144	3.041	41.35	586	573	7.3379	89.3543	96.6922	1146	1060	57.128	52.841	51.95	3.7522	94.2453	97.9975	13	13	7	26	20	148	274	8.78378378378	4.74452554745	0.648	0.648	0.3489	1.2961	0.997	7.3778	13.6588	30.23	30.23	60.47	46.51	NA	" LARS ELLER"	15.2356962025316
"273"	"273"	"MYERS"	" TYLER"	"Winnipeg"	"D"	73	1650.3	65	71	2.363	2.581	47.79	815	813	7.9755	91.2669	99.2424	1507	1445	54.79	52.536	51.05	4.3132	95.0865	99.3997	9	17	7	26	16	140	288	6.42857142857	3.125	0.3272	0.6181	0.2545	0.9453	0.5817	5.09	10.4708	13.85	26.15	40	24.62	NA	" TYLER MYERS"	22.6068493150685
"274"	"274"	"READ"	" MATT"	"Philadelphia"	"F(RW)"	79	1205	42	49	2.091	2.44	46.15	592	570	7.0946	91.4035	98.4981	1163	1089	57.909	54.224	51.64	3.6114	95.5005	99.1119	11	15	8	26	19	127	215	8.66141732283	5.11627906977	0.5477	0.7469	0.3983	1.2946	0.9461	6.3237	10.7054	26.19	35.71	61.9	45.24	NA	" MATT READ"	15.253164556962
"275"	"275"	"MAROON"	" PATRICK"	"Edmonton"	"F(LW)"	72	888.367	40	36	2.702	2.431	52.63	499	413	8.016	91.2833	99.2993	947	733	63.96	49.507	56.37	4.2239	95.0887	99.3126	12	14	7	26	19	104	167	11.5384615385	7.18562874251	0.8105	0.9456	0.4728	1.756	1.2833	7.0241	11.2791	30	35	65	47.5	NA	" PATRICK MAROON"	12.3384305555556
"276"	"276"	"KLEIN"	" KEVIN"	"NY Rangers"	"D"	69	1406.53	61	59	2.602	2.517	50.83	630	731	9.6825	91.9289	101.6114	1155	1406	49.27	59.977	45.1	5.2814	95.8037	101.0851	9	17	4	26	13	69	154	13.0434782609	5.84415584416	0.3839	0.7252	0.1706	1.1091	0.5546	2.9434	6.5693	14.75	27.87	42.62	21.31	NA	" KEVIN KLEIN"	20.3844927536232
"277"	"277"	"CECI"	" CODY"	"Ottawa"	"D"	75	1447.4	55	70	2.28	2.902	44	579	884	9.4991	92.0815	101.5806	1088	1584	45.102	65.663	40.72	5.0551	95.5808	100.6359	10	16	8	26	18	116	232	8.62068965517	4.31034482759	0.4145	0.6633	0.3316	1.0778	0.7462	4.8086	9.6172	18.18	29.09	47.27	32.73	NA	" CODY CECI"	19.2986666666667
"278"	"278"	"GRABOVSKI"	" MIKHAIL"	"NY Islanders"	"F(C)"	58	817.983	37	31	2.714	2.274	54.41	423	397	8.747	92.1914	100.9384	805	761	59.048	55.82	51.4	4.5963	95.9264	100.5227	9	16	7	25	16	82	157	10.9756097561	5.73248407643	0.6602	1.1736	0.5135	1.8338	1.1736	6.0148	11.5161	24.32	43.24	67.57	43.24	NA	" MIKHAIL GRABOVSKI"	14.1031551724138
"279"	"279"	"BOYCHUK"	" JOHNNY"	"NY Islanders"	"D"	70	1495.65	68	60	2.728	2.407	53.12	707	776	9.6181	92.268	101.8861	1311	1484	52.593	59.533	46.91	5.1869	95.9569	101.1438	9	16	8	25	17	165	361	5.45454545455	2.49307479224	0.361	0.6419	0.3209	1.0029	0.682	6.6192	14.482	13.24	23.53	36.76	25	NA	" JOHNNY BOYCHUK"	21.3664285714286
"280"	"280"	"LETESTU"	" MARK"	"Edmonton"	"F(C)"	82	1294.03	43	65	1.994	3.014	39.81	540	689	7.963	90.566	98.529	1059	1292	49.102	59.906	45.04	4.0604	94.969	99.0294	10	15	7	25	17	107	198	9.34579439252	5.05050505051	0.4637	0.6955	0.3246	1.1592	0.7882	4.9612	9.1806	23.26	34.88	58.14	39.53	NA	" MARK LETESTU"	15.7808536585366
"281"	"281"	"HUTTON"	" BEN"	"Vancouver"	"D"	75	1490.5	55	66	2.214	2.657	45.45	703	757	7.8236	91.2814	99.105	1305	1340	52.533	53.942	49.34	4.2146	95.0746	99.2892	1	24	12	25	13	104	237	0.961538461538	0.42194092827	0.0403	0.9661	0.4831	1.0064	0.5233	4.1865	9.5404	1.82	43.64	45.45	23.64	NA	" BEN HUTTON"	19.8733333333333
"282"	"282"	"CONNOLLY"	" BRETT"	"Boston"	"F(RW)"	71	920.233	51	42	3.325	2.738	54.84	520	453	9.8077	90.7285	100.5362	930	794	60.637	51.769	53.94	5.4839	94.7103	100.1942	9	16	10	25	19	95	171	9.47368421053	5.26315789474	0.5868	1.0432	0.652	1.63	1.2388	6.1941	11.1493	17.65	31.37	49.02	37.25	NA	" BRETT CONNOLLY"	12.9610281690141
"283"	"283"	"SMITH-PELLY"	" DEVANTE"	"New Jersey"	"F(RW)"	64	786.717	34	35	2.593	2.669	49.28	364	371	9.3407	90.566	99.9067	635	661	48.429	50.412	49	5.3543	94.705	100.0593	14	11	5	25	19	94	150	14.8936170213	9.33333333333	1.0677	0.8389	0.3813	1.9067	1.4491	7.169	11.44	41.18	32.35	73.53	55.88	NA	" DEVANTE SMITH-PELLY"	12.292453125
"284"	"284"	"SAVARD"	" DAVID"	"Columbus"	"D"	65	1506.22	63	75	2.51	2.988	45.65	707	781	8.9109	90.3969	99.3078	1283	1468	51.108	58.478	46.64	4.9104	94.891	99.8014	4	21	10	25	14	122	258	3.27868852459	1.5503875969	0.1593	0.8365	0.3983	0.9959	0.5577	4.8599	10.2774	6.35	33.33	39.68	22.22	NA	" DAVID SAVARD"	23.1726153846154
"285"	"285"	"SHEAHAN"	" RILEY"	"Detroit"	"F(C)"	81	1233.7	48	65	2.334	3.161	42.48	544	651	8.8235	90.0154	98.8389	1004	1113	48.829	54.13	47.43	4.7809	94.1599	98.9408	13	12	5	25	18	127	198	10.2362204724	6.56565656566	0.6322	0.5836	0.2432	1.2159	0.8754	6.1765	9.6296	27.08	25	52.08	37.5	NA	" RILEY SHEAHAN"	15.2308641975309
"286"	"286"	"FLEISCHMANN"	" TOMAS"	"Chicago"	"F(LW)"	76	1155.62	39	57	2.025	2.959	40.62	519	581	7.5145	90.1893	97.7038	973	1060	50.518	55.036	47.86	4.0082	94.6226	98.6308	14	11	8	25	22	123	213	11.3821138211	6.57276995305	0.7269	0.5711	0.4154	1.298	1.1422	6.3862	11.059	35.9	28.21	64.1	56.41	NA	" TOMAS FLEISCHMANN"	15.2055263157895
"287"	"287"	"MURRAY"	" RYAN"	"Columbus"	"D"	82	1873.38	92	90	2.947	2.882	50.55	955	925	9.6335	90.2703	99.9038	1697	1796	54.351	57.522	48.58	5.4213	94.9889	100.4102	4	21	8	25	12	90	198	4.44444444444	2.0202020202	0.1281	0.6726	0.2562	0.8007	0.3843	2.8825	6.3415	4.35	22.83	27.17	13.04	NA	" RYAN MURRAY"	22.8460975609756
"288"	"288"	"DUMBA"	" MATT"	"Minnesota"	"D"	81	1363.8	66	52	2.904	2.288	55.93	700	597	9.4286	91.2898	100.7184	1312	1135	57.721	49.934	53.62	5.0305	95.4185	100.449	10	15	10	25	20	152	328	6.57894736842	3.0487804878	0.4399	0.6599	0.4399	1.0999	0.8799	6.6872	14.4303	15.15	22.73	37.88	30.3	NA	" MATT DUMBA"	16.837037037037
"289"	"289"	"PASTRNAK"	" DAVID"	"Boston"	"F(RW)"	51	712.1	32	28	2.696	2.359	53.33	368	349	8.6957	91.9771	100.6728	727	652	61.255	54.936	52.72	4.4017	95.7055	100.1072	14	11	6	25	20	107	173	13.0841121495	8.09248554913	1.1796	0.9268	0.5055	2.1064	1.6852	9.0156	14.5766	43.75	34.38	78.13	62.5	NA	" DAVID PASTRNAK"	13.9627450980392
"290"	"290"	"HJALMARSSON"	" NIKLAS"	"Chicago"	"D"	81	1812.63	73	85	2.416	2.814	46.2	813	947	8.9791	91.0243	100.0034	1471	1754	48.692	58.059	45.61	4.9626	95.1539	100.1165	2	22	7	24	9	77	184	2.5974025974	1.08695652174	0.0662	0.7282	0.2317	0.7944	0.2979	2.5488	6.0906	2.74	30.14	32.88	12.33	NA	" NIKLAS HJALMARSSON"	22.3781481481481
"291"	"291"	"BOGOSIAN"	" ZACH"	"Buffalo"	"D"	64	1429.47	60	69	2.518	2.896	46.51	697	751	8.6083	90.8122	99.4205	1205	1367	50.578	57.378	46.85	4.9793	94.9525	99.9318	7	17	6	24	13	121	218	5.78512396694	3.21100917431	0.2938	0.7136	0.2518	1.0074	0.5457	5.0788	9.1503	11.67	28.33	40	21.67	NA	" ZACH BOGOSIAN"	22.33546875
"292"	"292"	"CALVERT"	" MATT"	"Columbus"	"F(LW)"	73	1104.35	37	56	2.01	3.043	39.78	454	621	8.1498	90.9823	99.1321	816	1165	44.334	63.295	41.19	4.5343	95.1931	99.7274	11	13	8	24	19	114	192	9.64912280702	5.72916666667	0.5976	0.7063	0.4346	1.3039	1.0323	6.1937	10.4315	29.73	35.14	64.86	51.35	NA	" MATT CALVERT"	15.1280821917808
"293"	"293"	"WILSON"	" COLIN"	"Nashville"	"F(C)"	64	925.217	40	35	2.594	2.27	53.33	504	383	7.9365	90.8616	98.7981	930	733	60.31	47.535	55.92	4.3011	95.2251	99.5262	6	18	10	24	16	108	184	5.55555555556	3.26086956522	0.3891	1.1673	0.6485	1.5564	1.0376	7.0038	11.9323	15	45	60	40	NA	" COLIN WILSON"	14.456515625
"294"	"294"	"BOYES"	" BRAD"	"Toronto"	"F(RW)"	60	718.217	38	32	3.175	2.673	54.29	450	284	8.4444	88.7324	97.1768	904	490	75.52	40.935	64.85	4.2035	93.4694	97.6729	8	16	9	24	17	85	169	9.41176470588	4.73372781065	0.6683	1.3366	0.7519	2.005	1.4202	7.1009	14.1183	21.05	42.11	63.16	44.74	NA	" BRAD BOYES"	11.9702833333333
"295"	"295"	"NORDSTROM"	" JOAKIM"	"Carolina"	"F(C)"	71	1109.43	35	41	1.893	2.217	46.05	438	535	7.9909	92.3364	100.3273	864	1013	46.727	54.785	46.03	4.0509	95.9526	100.0035	10	14	8	24	18	81	171	12.3456790123	5.84795321637	0.5408	0.7571	0.4327	1.298	0.9735	4.3806	9.248	28.57	40	68.57	51.43	NA	" JOAKIM NORDSTROM"	15.6257746478873
"296"	"296"	"MARTINOOK"	" JORDAN"	"Arizona"	"F(LW)"	81	1234.15	33	67	1.604	3.257	33	479	659	6.8894	89.8331	96.7225	891	1266	43.317	61.548	41.31	3.7037	94.7077	98.4114	9	15	12	24	21	109	207	8.25688073394	4.34782608696	0.4375	0.7292	0.5834	1.1668	1.0209	5.2992	10.0636	27.27	45.45	72.73	63.64	NA	" JORDAN MARTINOOK"	15.2364197530864
"297"	"297"	"STREIT"	" MARK"	"Philadelphia"	"D"	62	1355.9	54	52	2.39	2.301	50.94	709	655	7.6164	92.0611	99.6775	1358	1224	60.093	54.163	52.59	3.9764	95.7516	99.728	6	17	6	23	12	110	225	5.45454545455	2.66666666667	0.2655	0.7523	0.2655	1.0178	0.531	4.8676	9.9565	11.11	31.48	42.59	22.22	NA	" MARK STREIT"	21.8693548387097
"298"	"298"	"BOYLE"	" DAN"	"NY Rangers"	"D"	74	1392.27	70	57	3.017	2.456	55.12	719	622	9.7357	90.836	100.5717	1365	1185	58.825	51.068	53.53	5.1282	95.1899	100.3181	9	14	7	23	16	94	191	9.57446808511	4.71204188482	0.3879	0.6033	0.3017	0.9912	0.6895	4.0509	8.2312	12.86	20	32.86	22.86	NA	" DAN BOYLE"	18.8144594594595
"299"	"299"	"DEMERS"	" JASON"	"Dallas"	"D"	62	1293.82	59	55	2.736	2.551	51.75	638	627	9.2476	91.2281	100.4757	1268	1224	58.803	56.762	50.88	4.653	95.5065	100.1595	7	16	10	23	17	95	232	7.36842105263	3.01724137931	0.3246	0.742	0.4637	1.0666	0.7884	4.4056	10.7589	11.86	27.12	38.98	28.81	NA	" JASON DEMERS"	20.868064516129
"300"	"300"	"BRAUN"	" JUSTIN"	"San Jose"	"D"	80	1644.75	65	72	2.371	2.627	47.45	685	736	9.4891	90.2174	99.7065	1317	1506	48.044	54.938	46.65	4.9355	95.2191	100.1546	4	19	11	23	15	113	238	3.53982300885	1.68067226891	0.1459	0.6931	0.4013	0.839	0.5472	4.1222	8.6822	6.15	29.23	35.38	23.08	NA	" JUSTIN BRAUN"	20.559375
"301"	"301"	"CLUTTERBUCK"	" CAL"	"NY Islanders"	"F(RW)"	77	917.183	38	38	2.486	2.486	50	354	480	10.7345	92.0833	102.8178	667	922	43.634	60.315	41.98	5.6972	95.8785	101.5757	15	8	4	23	19	80	151	18.75	9.93377483444	0.9813	0.5233	0.2617	1.5046	1.2429	5.2334	9.8781	39.47	21.05	60.53	50	NA	" CAL CLUTTERBUCK"	11.9114675324675
"302"	"302"	"ZUCKER"	" JASON"	"Minnesota"	"F(LW)"	71	1107.43	39	44	2.113	2.384	46.99	498	498	7.8313	91.1647	98.996	983	949	53.258	51.416	50.88	3.9674	95.3635	99.3309	13	10	7	23	20	157	279	8.28025477707	4.65949820789	0.7043	0.5418	0.3793	1.2461	1.0836	8.5062	15.116	33.33	25.64	58.97	51.28	NA	" JASON ZUCKER"	15.5976056338028
"303"	"303"	"YAKUPOV"	" NAIL"	"Edmonton"	"F(RW)"	60	852.883	35	41	2.462	2.884	46.05	441	385	7.9365	89.3506	97.2871	838	737	58.953	51.848	53.21	4.1766	94.4369	98.6135	8	15	6	23	14	127	220	6.29921259843	3.63636363636	0.5628	1.0552	0.4221	1.618	0.9849	8.9344	15.4769	22.86	42.86	65.71	40	NA	" NAIL YAKUPOV"	14.2147166666667
