"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"Gratio"	"PtoT"	"AvgPtTime"	"TimePerGame"	"PtsPerGame"	"PlusMin"	"Position"
"211"	"211"	"BROUWER"	" TROY"	"St. Louis"	"F(RW)"	82	1057.93	37	31	2.098	1.758	54.41	524	510	7.0611	93.9216	100.9827	955	970	54.162	55.013	49.61	3.8743	96.8041	100.6784	8	17	8	25	16	108	190	7.40740740741	4.21052631579	0.4537	0.9641	0.4537	1.4179	0.9074	6.1251	10.7757	21.62	45.95	67.57	43.24	NA	" TROY BROUWER"	0.0740740740740741	0.0236310530942501	42.3172	12.9015853658537	1.93774635372851	6	"F(RW)"
"212"	"212"	"BOYCHUK"	" JOHNNY"	"NY Islanders"	"D"	70	1214.85	48	35	2.371	1.729	57.83	574	596	8.3624	94.1275	102.4899	1101	1166	54.377	57.587	48.57	4.3597	96.9983	101.358	8	12	6	20	14	128	296	6.25	2.7027027027	0.3951	0.5927	0.2963	0.9878	0.6914	6.3218	14.6191	16.67	25	41.67	29.17	NA	" JOHNNY BOYCHUK"	0.0625	0.0164629378112524	60.7425	17.355	1.15240564678767	13	"D"
"213"	"213"	"LETANG"	" KRIS"	"Pittsburgh"	"D"	71	1351.05	52	49	2.309	2.176	51.49	766	618	6.7885	92.0712	98.8597	1423	1183	63.195	52.537	54.6	3.6543	95.858	99.5123	8	17	6	25	14	141	283	5.67375886525	2.82685512367	0.3553	0.755	0.2665	1.1102	0.6217	6.2618	12.568	15.38	32.69	48.08	26.92	NA	" KRIS LETANG"	0.0567375886524823	0.0185041264201917	54.042	19.0288732394366	1.31379297583361	3	"D"
"214"	"214"	"ANDREOFF"	" ANDY"	"Los Angeles"	"F(C)"	60	518.75	15	14	1.735	1.619	51.72	239	269	6.2762	94.7955	101.0717	479	469	55.402	54.246	50.53	3.1315	97.0149	100.1464	8	2	2	10	10	45	86	17.7777777778	9.3023255814	0.9253	0.2313	0.2313	1.1566	1.1566	5.2048	9.947	53.33	13.33	66.67	66.67	NA	" ANDY ANDREOFF"	0.177777777777778	0.0192771084337349	51.875	8.64583333333333	1.1566265060241	1	"F(C)"
"215"	"215"	"FARNHAM"	" BOBBY"	"New Jersey"	"F(RW)"	53	482.917	12	14	1.491	1.739	46.15	173	200	6.9364	93	99.9364	302	382	37.522	47.462	44.15	3.9735	96.3351	100.3086	8	2	1	10	9	50	86	16	9.3023255814	0.994	0.2485	0.1242	1.2425	1.1182	6.2123	10.6851	66.67	16.67	83.33	75	NA	" BOBBY FARNHAM"	0.16	0.0207074921777448	48.2917	9.11164150943396	1.09749708542048	-2	"F(RW)"
"216"	"216"	"COUTURIER"	" SEAN"	"Philadelphia"	"F(C)"	63	858.6	36	28	2.516	1.957	56.25	418	397	8.6124	92.9471	101.5595	863	729	60.307	50.943	54.21	4.1715	96.1591	100.3306	8	20	13	28	21	80	145	10	5.51724137931	0.559	1.3976	0.9085	1.9567	1.4675	5.5905	10.1328	22.22	55.56	77.78	58.33	NA	" SEAN COUTURIER"	0.1	0.032611227579781	30.6642857142857	13.6285714285714	2.05450733752621	8	"F(C)"
"217"	"217"	"CECI"	" CODY"	"Ottawa"	"D"	75	1164.92	38	36	1.957	1.854	51.35	497	652	7.6459	94.4785	102.1244	943	1175	48.57	60.519	44.52	4.0297	96.9362	100.9659	8	11	6	19	14	100	200	8	4	0.412	0.5666	0.309	0.9786	0.7211	5.1506	10.3012	21.05	28.95	50	36.84	NA	" CODY CECI"	0.08	0.0163101328846616	61.3115789473684	15.5322666666667	1.22325996634962	2	"D"
"218"	"218"	"GRABOVSKI"	" MIKHAIL"	"NY Islanders"	"F(C)"	58	722.317	31	28	2.575	2.326	52.54	360	372	8.6111	92.4731	101.0842	697	708	57.897	58.811	49.61	4.4476	96.0452	100.4928	7	13	5	20	12	70	134	10	5.22388059701	0.5815	1.0799	0.4153	1.6613	0.9968	5.8146	11.1309	22.58	41.94	64.52	38.71	NA	" MIKHAIL GRABOVSKI"	0.1	0.0276886740863084	36.11585	12.4537413793103	1.60594309700589	3	"F(C)"
"219"	"219"	"POMINVILLE"	" JASON"	"Minnesota"	"F(RW)"	75	983.833	38	27	2.317	1.647	58.46	546	455	6.9597	94.0659	101.0256	970	906	59.156	55.253	51.71	3.9175	97.0199	100.9374	7	16	6	23	13	151	226	4.6357615894	3.09734513274	0.4269	0.9758	0.3659	1.4027	0.7928	9.2089	13.7828	18.42	42.11	60.53	34.21	NA	" JASON POMINVILLE"	0.0463576158940397	0.0233779513393025	42.775347826087	13.1177733333333	1.75334635044769	11	"F(RW)"
"220"	"220"	"MCDONAGH"	" RYAN"	"NY Rangers"	"D"	73	1224.98	66	44	3.233	2.155	60	580	579	11.3793	92.4007	103.78	1063	1175	52.066	57.552	47.5	6.2088	96.2553	102.4641	7	16	9	23	16	81	187	8.64197530864	3.74331550802	0.3429	0.7837	0.4408	1.1265	0.7837	3.9674	9.1593	10.61	24.24	34.85	24.24	NA	" RYAN MCDONAGH"	0.0864197530864197	0.0187758167480285	53.26	16.7805479452055	1.37063462260608	22	"D"
"221"	"221"	"MAROON"	" PATRICK"	"Edmonton"	"F(LW)"	72	767.75	28	32	2.188	2.501	46.67	388	398	7.2165	91.9598	99.1763	722	703	56.425	54.94	50.67	3.8781	95.4481	99.3262	7	11	5	18	12	84	131	8.33333333333	5.34351145038	0.5471	0.8597	0.3908	1.4067	0.9378	6.5646	10.2377	25	39.29	64.29	42.86	NA	" PATRICK MAROON"	0.0833333333333333	0.0234451318788668	42.6527777777778	10.6631944444444	1.68804949527841	-4	"F(LW)"
"222"	"222"	"NASH"	" RILEY"	"Carolina"	"F(C)"	64	681.283	20	23	1.761	2.026	46.51	293	284	6.8259	91.9014	98.7273	597	552	52.577	48.614	51.96	3.3501	95.8333	99.1834	7	8	3	15	10	64	105	10.9375	6.66666666667	0.6165	0.7046	0.2642	1.321	0.8807	5.6364	9.2473	35	40	75	50	NA	" RILEY NASH"	0.109375	0.0220172820986286	45.4188666666667	10.645046875	1.40910605431223	-3	"F(C)"
"223"	"223"	"CIZIKAS"	" CASEY"	"NY Islanders"	"F(C)"	80	816.05	32	33	2.353	2.426	49.23	336	386	9.5238	91.4508	100.9746	673	712	49.482	52.35	48.59	4.7548	95.3652	100.12	7	18	8	25	15	69	133	10.1449275362	5.26315789474	0.5147	1.3234	0.5882	1.8381	1.1029	5.0732	9.7788	21.88	56.25	78.13	46.88	NA	" CASEY CIZIKAS"	0.101449275362319	0.0306353777342075	32.642	10.200625	2.4508302187366	-1	"F(C)"
"224"	"224"	"TANGUAY"	" ALEX"	"Arizona"	"F(LW)"	70	880.417	40	29	2.726	1.976	57.97	451	487	8.8692	94.0452	102.9144	787	950	53.634	64.742	45.31	5.0826	96.9474	102.03	7	18	13	25	20	54	93	12.962962963	7.52688172043	0.477	1.2267	0.8859	1.7037	1.363	3.6801	6.3379	17.5	45	62.5	50	NA	" ALEX TANGUAY"	0.12962962962963	0.0283956352501144	35.21668	12.5773857142857	1.98769446750801	11	"F(LW)"
"225"	"225"	"BROWN"	" J.T."	"Tampa Bay"	"F(RW)"	78	890.283	34	21	2.291	1.415	61.82	455	416	7.4725	94.9519	102.4244	825	754	55.6	50.815	52.25	4.1212	97.2149	101.3361	7	12	9	19	16	130	225	5.38461538462	3.11111111111	0.4718	0.8087	0.6065	1.2805	1.0783	8.7613	15.1637	20.59	35.29	55.88	47.06	NA	" J.T. BROWN"	0.0538461538461538	0.0213415284802698	46.857	11.4138846153846	1.66463922146104	13	"F(RW)"
"226"	"226"	"GRANLUND"	" MIKAEL"	"Minnesota"	"F(C)"	82	1115.48	33	44	1.775	2.367	42.86	576	556	5.7292	92.0863	97.8155	1047	1052	56.316	56.585	49.88	3.1519	95.8175	98.9694	7	18	16	25	23	111	188	6.30630630631	3.72340425532	0.3765	0.9682	0.8606	1.3447	1.2371	5.9705	10.1122	21.21	54.55	75.76	69.7	NA	" MIKAEL GRANLUND"	0.0630630630630631	0.0224118765015957	44.6192	13.6034146341463	1.83777387313085	-11	"F(C)"
"227"	"227"	"YAKUPOV"	" NAIL"	"Edmonton"	"F(RW)"	60	709.633	24	33	2.029	2.79	42.11	343	348	6.9971	90.5172	97.5143	646	666	54.62	56.311	49.24	3.7152	95.045	98.7602	7	9	3	16	10	107	177	6.54205607477	3.95480225989	0.5919	0.761	0.2537	1.3528	0.8455	9.0469	14.9655	29.17	37.5	66.67	41.67	NA	" NAIL YAKUPOV"	0.0654205607476635	0.0225468657742805	44.3520625	11.8272166666667	1.35281194645683	-9	"F(RW)"
"228"	"228"	"MUZZIN"	" JAKE"	"Los Angeles"	"D"	82	1415.07	48	48	2.035	2.035	50	782	604	6.1381	92.053	98.1911	1559	1153	66.103	48.888	57.49	3.0789	95.8369	98.9158	7	13	7	20	14	157	333	4.45859872611	2.1021021021	0.2968	0.5512	0.2968	0.848	0.5936	6.6569	14.1195	14.58	27.08	41.67	29.17	NA	" JAKE MUZZIN"	0.0445859872611465	0.0141335764308479	70.7535	17.2569512195122	1.15895326732953	0	"D"
"229"	"229"	"SPOONER"	" RYAN"	"Boston"	"F(C)"	80	925.9	38	37	2.462	2.398	50.67	475	503	8	92.6441	100.6441	809	918	52.425	59.488	46.84	4.6972	95.9695	100.6667	7	24	18	31	25	112	178	6.25	3.93258426966	0.4536	1.5552	1.1664	2.0089	1.62	7.2578	11.5347	18.42	63.16	81.58	65.79	NA	" RYAN SPOONER"	0.0625	0.0334809374662491	29.8677419354839	11.57375	2.67847499729992	1	"F(C)"
"230"	"230"	"KILLORN"	" ALEX"	"Tampa Bay"	"F(C)"	81	1081.33	48	36	2.663	1.998	57.14	534	499	8.9888	92.7856	101.7744	1029	910	57.096	50.493	53.07	4.6647	96.044	100.7087	7	20	14	27	21	111	216	6.30630630631	3.24074074074	0.3884	1.1097	0.7768	1.4982	1.1652	6.1591	11.9852	14.58	41.67	56.25	43.75	NA	" ALEX KILLORN"	0.0630630630630631	0.0249692508299964	40.0492592592593	13.3497530864198	2.02250931722971	12	"F(C)"
"231"	"231"	"CALLAHAN"	" RYAN"	"Tampa Bay"	"F(RW)"	73	923.083	33	33	2.145	2.145	50	447	439	7.3826	92.4829	99.8655	845	819	54.925	53.235	50.78	3.9053	95.9707	99.876	7	14	8	21	15	131	229	5.34351145038	3.05676855895	0.455	0.91	0.52	1.365	0.975	8.5149	14.8849	21.21	42.42	63.64	45.45	NA	" RYAN CALLAHAN"	0.0534351145038168	0.0227498502301527	43.9563333333333	12.6449726027397	1.66073906680114	0	"F(RW)"
"232"	"232"	"BYRON"	" PAUL"	"Montreal"	"F(LW)"	62	705.567	17	32	1.446	2.721	34.69	313	338	5.4313	90.5325	95.9638	597	614	50.768	52.213	49.3	2.8476	94.7883	97.6359	7	5	4	12	11	40	74	17.5	9.45945945946	0.5953	0.4252	0.3402	1.0205	0.9354	3.4015	6.2928	41.18	29.41	70.59	64.71	NA	" PAUL BYRON"	0.175	0.017007598144471	58.79725	11.3801129032258	1.0544710849572	-15	"F(LW)"
"233"	"233"	"NASH"	" RICK"	"NY Rangers"	"F(LW)"	60	762.033	34	26	2.677	2.047	56.67	352	405	9.6591	93.5802	103.2393	697	784	54.879	61.73	47.06	4.878	96.6837	101.5617	7	15	8	22	15	128	244	5.46875	2.86885245902	0.5512	1.1811	0.6299	1.7322	1.1811	10.0783	19.2118	20.59	44.12	64.71	44.12	NA	" RICK NASH"	0.0546875	0.0288701407944275	34.6378636363636	12.70055	1.73220844766565	8	"F(LW)"
"234"	"234"	"FAST"	" JESPER"	"NY Rangers"	"F(RW)"	79	962.017	37	33	2.308	2.058	52.86	429	449	8.6247	92.6503	101.275	835	887	52.078	55.321	48.49	4.4311	96.2796	100.7107	7	17	7	24	14	67	127	10.447761194	5.51181102362	0.4366	1.0603	0.4366	1.4969	0.8732	4.1787	7.9209	18.92	45.95	64.86	37.84	NA	" JESPER FAST"	0.104477611940299	0.0249475840863519	40.0840416666667	12.1774303797468	1.9708591428218	4	"F(RW)"
"235"	"235"	"ATHANASIOU"	" ANDREAS"	"Detroit"	"F(C)"	37	302.433	14	14	2.777	2.777	50	160	169	8.75	91.716	100.466	277	269	54.954	53.367	50.73	5.0542	94.7955	99.8497	7	5	2	12	9	49	78	14.2857142857	8.97435897436	1.3887	0.992	0.3968	2.3807	1.7855	9.7212	15.4745	50	35.71	85.71	64.29	NA	" ANDREAS ATHANASIOU"	0.142857142857143	0.0396782097191775	25.20275	8.17386486486486	1.46809375960957	0	"F(C)"
"236"	"236"	"LINDHOLM"	" ELIAS"	"Carolina"	"F(C)"	82	1130.02	31	45	1.646	2.389	40.79	587	517	5.2811	91.2959	96.577	1135	981	60.265	52.088	53.64	2.7313	95.4128	98.1441	7	13	6	20	13	131	222	5.34351145038	3.15315315315	0.3717	0.6903	0.3186	1.0619	0.6903	6.9556	11.7874	22.58	41.94	64.52	41.94	NA	" ELIAS LINDHOLM"	0.0534351145038168	0.0176988017911187	56.501	13.7807317073171	1.45130174687174	-14	"F(C)"
"237"	"237"	"LAUGHTON"	" SCOTT"	"Philadelphia"	"F(LW)"	71	668.917	23	20	2.063	1.794	53.49	324	351	7.0988	94.302	101.4008	589	649	52.832	58.214	47.58	3.9049	96.9183	100.8232	7	14	7	21	14	80	138	8.75	5.07246376812	0.6279	1.2558	0.6279	1.8836	1.2558	7.1758	12.3782	30.43	60.87	91.3	60.87	NA	" SCOTT LAUGHTON"	0.0875	0.0313940294535794	31.8531904761905	9.4213661971831	2.22897609120414	3	"F(LW)"
"238"	"238"	"FISHER"	" MIKE"	"Nashville"	"F(C)"	70	862.133	26	36	1.809	2.505	41.94	448	378	5.8036	90.4762	96.2798	872	758	60.687	52.753	53.5	2.9817	95.2507	98.2324	7	6	4	13	11	72	151	9.72222222222	4.6357615894	0.4872	0.4176	0.2784	0.9047	0.7655	5.0108	10.5088	26.92	23.08	50	42.31	NA	" MIKE FISHER"	0.0972222222222222	0.015078879940798	66.3179230769231	12.3161857142857	1.05552159585586	-10	"F(C)"
"239"	"239"	"DESHARNAIS"	" DAVID"	"Montreal"	"F(C)"	65	843.85	28	30	1.991	2.133	48.28	428	412	6.5421	92.7184	99.2605	782	748	55.602	53.185	51.11	3.5806	95.9893	99.5699	7	15	9	22	16	73	115	9.58904109589	6.08695652174	0.4977	1.0665	0.6399	1.5643	1.1376	5.1905	8.1768	25	53.57	78.57	57.14	NA	" DAVID DESHARNAIS"	0.0958904109589041	0.0260709841796528	38.3568181818182	12.9823076923077	1.69461397167743	-2	"F(C)"
"240"	"240"	"BOZAK"	" TYLER"	"Toronto"	"F(C)"	57	765.567	27	33	2.116	2.586	45	401	434	6.7332	92.3963	99.1295	806	762	63.169	59.72	51.4	3.3499	95.6693	99.0192	7	13	9	20	16	69	122	10.1449275362	5.73770491803	0.5486	1.0189	0.7054	1.5675	1.254	5.4078	9.5615	25.93	48.15	74.07	59.26	NA	" TYLER BOZAK"	0.101449275362319	0.0261244280383036	38.27835	13.431	1.48909239818331	-6	"F(C)"
"241"	"241"	"HEDMAN"	" VICTOR"	"Tampa Bay"	"D"	78	1323.72	60	37	2.72	1.677	61.86	725	574	8.2759	93.554	101.8299	1397	1062	63.322	48.137	56.81	4.2949	96.516	100.8109	7	21	12	28	19	130	291	5.38461538462	2.40549828179	0.3173	0.9519	0.5439	1.2692	0.8612	5.8925	13.1901	11.67	35	46.67	31.67	NA	" VICTOR HEDMAN"	0.0538461538461538	0.021152509594174	47.2757142857143	16.9707692307692	1.64989574834557	23	"D"
"242"	"242"	"SKILLE"	" JACK"	"Colorado"	"F(RW)"	74	625.85	18	22	1.726	2.109	45	271	349	6.6421	93.6963	100.3384	471	657	45.155	62.986	41.76	3.8217	96.6514	100.4731	7	6	6	13	13	100	168	7	4.16666666667	0.6711	0.5752	0.5752	1.2463	1.2463	9.587	16.1061	38.89	33.33	72.22	72.22	NA	" JACK SKILLE"	0.07	0.0207717504194296	48.1423076923077	8.45743243243243	1.53710953103779	-4	"F(RW)"
"243"	"243"	"MCLEOD"	" CODY"	"Colorado"	"F(LW)"	82	768.317	23	22	1.796	1.718	51.11	322	397	7.1429	94.4584	101.6013	581	757	45.372	59.116	43.42	3.9587	97.0938	101.0525	7	5	2	12	9	70	101	10	6.93069306931	0.5466	0.3905	0.1562	0.9371	0.7028	5.4665	7.8874	30.43	21.74	52.17	39.13	NA	" CODY MCLEOD"	0.1	0.0156185532794406	64.0264166666667	9.36971951219512	1.28072136891413	1	"F(LW)"
"244"	"244"	"POULIOT"	" BENOIT"	"Edmonton"	"F(LW)"	55	701.1	29	36	2.482	3.081	44.62	344	360	8.4302	90	98.4302	657	632	56.226	54.086	50.97	4.414	94.3038	98.7178	7	17	11	24	18	73	121	9.58904109589	5.78512396694	0.5991	1.4549	0.9414	2.0539	1.5404	6.2473	10.3552	24.14	58.62	82.76	62.07	NA	" BENOIT POULIOT"	0.0958904109589041	0.0342319212665811	29.2125	12.7472727272727	1.88275566966196	-7	"F(LW)"
"245"	"245"	"STRALMAN"	" ANTON"	"Tampa Bay"	"D"	73	1158.25	40	25	2.072	1.295	61.54	611	490	6.5466	94.898	101.4446	1114	915	57.708	47.399	54.9	3.5907	97.2678	100.8585	7	9	3	16	10	97	186	7.21649484536	3.76344086022	0.3626	0.4662	0.1554	0.8288	0.518	5.0248	9.6352	17.5	22.5	40	25	NA	" ANTON STRALMAN"	0.0721649484536082	0.013813943449169	72.390625	15.8664383561644	1.00841787178934	15	"D"
"246"	"246"	"KLEIN"	" KEVIN"	"NY Rangers"	"D"	69	1174.48	50	36	2.554	1.839	58.14	545	560	9.1743	93.5714	102.7457	1011	1080	51.648	55.173	48.35	4.9456	96.6667	101.6123	7	13	2	20	9	60	139	11.6666666667	5.03597122302	0.3576	0.6641	0.1022	1.0217	0.4598	3.0652	7.101	14	26	40	18	NA	" KEVIN KLEIN"	0.116666666666667	0.017028812751175	58.724	17.0214492753623	1.17498807983107	14	"D"
"247"	"247"	"PERRON"	" DAVID"	"Anaheim"	"F(LW)"	71	891.883	32	35	2.153	2.355	47.76	473	434	6.7653	91.9355	98.7008	858	797	57.721	53.617	51.84	3.7296	95.6085	99.3381	7	13	8	20	15	117	185	5.98290598291	3.78378378378	0.4709	0.8746	0.5382	1.3455	1.0091	7.871	12.4456	21.88	40.63	62.5	46.88	NA	" DAVID PERRON"	0.0598290598290598	0.022424465989373	44.59415	12.5617323943662	1.59213708524549	-3	"F(LW)"
"248"	"248"	"LEHTERA"	" JORI"	"St. Louis"	"F(C)"	79	983.183	46	29	2.807	1.77	61.33	510	455	9.0196	93.6264	102.646	933	838	56.937	51.14	52.68	4.9303	96.5394	101.4697	7	17	8	24	15	68	111	10.2941176471	6.30630630631	0.4272	1.0374	0.4882	1.4646	0.9154	4.1498	6.7739	15.22	36.96	52.17	32.61	NA	" JORI LEHTERA"	0.102941176470588	0.0244105115731252	40.9659583333333	12.4453544303797	1.92843041427689	17	"F(C)"
"249"	"249"	"LOWRY"	" ADAM"	"Winnipeg"	"F(LW)"	74	855.083	24	33	1.684	2.316	42.11	384	406	6.25	91.8719	98.1219	685	777	48.065	54.521	46.85	3.5036	95.7529	99.2565	7	8	5	15	12	67	114	10.447761194	6.14035087719	0.4912	0.5613	0.3508	1.0525	0.842	4.7013	7.9992	29.17	33.33	62.5	50	NA	" ADAM LOWRY"	0.104477611940299	0.0175421567263061	57.0055333333333	11.5551756756757	1.29811959774665	-9	"F(LW)"
"250"	"250"	"GOSTISBEHERE"	" SHAYNE"	"Philadelphia"	"D"	64	951.7	45	30	2.837	1.891	60	467	465	9.636	93.5484	103.1844	909	904	57.308	56.993	50.14	4.9505	96.6814	101.6319	7	12	8	19	15	73	171	9.58904109589	4.09356725146	0.4413	0.7565	0.5044	1.1979	0.9457	4.6023	10.7807	15.56	26.67	42.22	33.33	NA	" SHAYNE GOSTISBEHERE"	0.0958904109589041	0.0199642744562362	50.0894736842105	14.8703125	1.27771356519912	15	"D"
"251"	"251"	"MARTINOOK"	" JORDAN"	"Arizona"	"F(LW)"	81	968	26	36	1.612	2.231	41.94	425	467	6.1176	92.2912	98.4088	802	894	49.711	55.413	47.29	3.2419	95.9732	99.2151	7	12	9	19	16	95	184	7.36842105263	3.80434782609	0.4339	0.7438	0.5579	1.1777	0.9917	5.8884	11.405	26.92	46.15	73.08	61.54	NA	" JORDAN MARTINOOK"	0.0736842105263158	0.0196280991735537	50.9473684210526	11.9506172839506	1.58987603305785	-10	"F(LW)"
"252"	"252"	"COPP"	" ANDREW"	"Winnipeg"	"F(C)"	77	550.05	19	10	2.073	1.091	65.52	222	237	8.5586	95.7806	104.3392	425	465	46.359	50.723	47.75	4.4706	97.8495	102.3201	7	6	4	13	11	51	82	13.7254901961	8.53658536585	0.7636	0.6545	0.4363	1.4181	1.1999	5.5631	8.9446	36.84	31.58	68.42	57.89	NA	" ANDREW COPP"	0.137254901960784	0.0236342150713572	42.3115384615385	7.14350649350649	1.8198345604945	9	"F(C)"
"253"	"253"	"SHEARY"	" CONOR"	"Pittsburgh"	"F(LW)"	44	389.567	13	12	2.002	1.848	52	218	163	5.9633	92.638	98.6013	385	281	59.297	43.279	57.81	3.3766	95.7295	99.1061	7	3	2	10	9	49	82	14.2857142857	8.53658536585	1.0781	0.4621	0.308	1.5402	1.3862	7.5468	12.6294	53.85	23.08	76.92	69.23	NA	" CONOR SHEARY"	0.142857142857143	0.0256695253961449	38.9567	8.85379545454546	1.12945911743038	1	"F(LW)"
"254"	"254"	"BEAUCHEMIN"	" FRANCOIS"	"Colorado"	"D"	82	1489.15	47	54	1.894	2.176	46.53	681	787	6.9016	93.1385	100.0401	1203	1590	48.471	64.063	43.07	3.9069	96.6038	100.5107	6	13	2	19	8	84	179	7.14285714286	3.35195530726	0.2417	0.5238	0.0806	0.7655	0.3223	3.3845	7.2122	12.77	27.66	40.43	17.02	NA	" FRANCOIS BEAUCHEMIN"	0.0714285714285714	0.0127589564516671	78.3763157894737	18.1603658536585	1.0462344290367	-7	"D"
"255"	"255"	"CARTER"	" RYAN"	"Minnesota"	"F(C)"	60	545.183	13	16	1.431	1.761	44.83	189	255	6.8783	93.7255	100.6038	348	534	38.299	58.769	39.46	3.7356	97.0037	100.7393	6	5	4	11	10	53	84	11.320754717	7.14285714286	0.6603	0.5503	0.4402	1.2106	1.1005	5.8329	9.2446	46.15	38.46	84.62	76.92	NA	" RYAN CARTER"	0.113207547169811	0.0201767113061119	49.5620909090909	9.08638333333333	1.21060267836671	-3	"F(C)"
"256"	"256"	"DATSYUK"	" PAVEL"	"Detroit"	"F(C)"	66	1004.82	35	31	2.09	1.851	53.03	542	407	6.4576	92.3833	98.8409	984	731	58.757	43.65	57.38	3.5569	95.7592	99.3161	6	16	6	22	12	114	216	5.26315789474	2.77777777778	0.3583	0.9554	0.3583	1.3137	0.7165	6.8072	12.8979	17.14	45.71	62.86	34.29	NA	" PAVEL DATSYUK"	0.0526315789473684	0.0218944686610537	45.6736363636364	15.2245454545455	1.44503493162955	4	"F(C)"
"257"	"257"	"SEABROOK"	" BRENT"	"Chicago"	"D"	81	1379.65	44	48	1.914	2.087	47.83	695	750	6.3309	93.6	99.9309	1261	1392	54.84	60.537	47.53	3.4893	96.5517	100.041	6	9	4	15	10	102	228	5.88235294118	2.63157894737	0.2609	0.3914	0.174	0.6523	0.4349	4.4359	9.9156	13.64	20.45	34.09	22.73	NA	" BRENT SEABROOK"	0.0588235294117647	0.0108723226905375	91.9766666666667	17.0327160493827	0.880658137933534	-4	"D"
"258"	"258"	"FIDDLER"	" VERNON"	"Dallas"	"F(LW)"	82	732.967	22	23	1.801	1.883	48.89	336	337	6.5476	93.1751	99.7227	681	669	55.746	54.764	50.44	3.2305	96.562	99.7925	6	7	2	13	8	79	158	7.59493670886	3.79746835443	0.4912	0.573	0.1637	1.0642	0.6549	6.4669	12.9337	27.27	31.82	59.09	36.36	NA	" VERNON FIDDLER"	0.0759493670886076	0.0177361327317601	56.3820769230769	8.93862195121951	1.45436288400433	-1	"F(LW)"
"259"	"259"	"LUPUL"	" JOFFREY"	"Toronto"	"F(RW)"	46	534.567	13	23	1.459	2.582	36.11	248	294	5.2419	92.1769	97.4188	467	545	52.416	61.171	46.15	2.7837	95.7798	98.5635	6	1	0	7	6	68	120	8.82352941176	5	0.6734	0.1122	0	0.7857	0.6734	7.6323	13.4689	46.15	7.69	53.85	46.15	NA	" JOFFREY LUPUL"	0.0882352941176471	0.0130947102982414	76.3667142857143	11.6210217391304	0.602356673719103	-10	"F(RW)"
"260"	"260"	"KING"	" DWIGHT"	"Los Angeles"	"F(LW)"	47	583.933	16	21	1.644	2.158	43.24	287	270	5.5749	92.2222	97.7971	570	518	58.568	53.225	52.39	2.807	95.9459	98.7529	6	6	3	12	9	42	86	14.2857142857	6.97674418605	0.6165	0.6165	0.3083	1.233	0.9248	4.3156	8.8366	37.5	37.5	75	56.25	NA	" DWIGHT KING"	0.142857142857143	0.0205503028600884	48.6610833333333	12.4241063829787	0.965864234424155	-5	"F(LW)"
"261"	"261"	"SPURGEON"	" JARED"	"Minnesota"	"D"	77	1362.35	54	49	2.378	2.158	52.43	674	619	8.0119	92.084	100.0959	1208	1237	53.202	54.479	49.41	4.4702	96.0388	100.509	6	6	3	12	9	89	180	6.74157303371	3.33333333333	0.2642	0.2642	0.1321	0.5285	0.3964	3.9197	7.9275	11.11	11.11	22.22	16.67	NA	" JARED SPURGEON"	0.0674157303370786	0.00880830917165193	113.529166666667	17.6928571428571	0.678239806217198	5	"D"
"262"	"262"	"DESJARDINS"	" ANDREW"	"Chicago"	"F(C)"	77	866.05	14	26	0.97	1.801	35	417	399	3.3573	93.4837	96.841	770	764	53.346	52.93	50.2	1.8182	96.5969	98.4151	6	5	4	11	10	89	165	6.74157303371	3.63636363636	0.4157	0.3464	0.2771	0.7621	0.6928	6.1659	11.4312	42.86	35.71	78.57	71.43	NA	" ANDREW DESJARDINS"	0.0674157303370786	0.0127013451879222	78.7318181818182	11.2474025974026	0.978003579470008	-12	"F(C)"
"263"	"263"	"PANIK"	" RICHARD"	"Chicago"	"F(RW)"	30	313.617	12	7	2.296	1.339	63.16	150	156	8	95.5128	103.5128	285	288	54.525	55.099	49.74	4.2105	97.5694	101.7799	6	2	1	8	7	37	63	16.2162162162	9.52380952381	1.1479	0.3826	0.1913	1.5305	1.3392	7.0787	12.0529	50	16.67	66.67	58.33	NA	" RICHARD PANIK"	0.162162162162162	0.0255088212692552	39.202125	10.4539	0.765264638077655	5	"F(RW)"
"264"	"264"	"FOLIGNO"	" MARCUS"	"Buffalo"	"F(LW)"	75	922.1	33	33	2.147	2.147	50	421	458	7.8385	92.7948	100.6333	735	843	47.826	54.853	46.58	4.4898	96.0854	100.5752	6	11	5	17	11	73	128	8.21917808219	4.6875	0.3904	0.7158	0.3253	1.1062	0.7158	4.75	8.3288	18.18	33.33	51.52	33.33	NA	" MARCUS FOLIGNO"	0.0821917808219178	0.0184361782886889	54.2411764705882	12.2946666666667	1.38271337165166	0	"F(LW)"
